Stkcd,Accper,total_assets,tptal_liability,total_equity,operating profit
603323,2018-06-30,104247150000.0,95427834000.0,8819316000.0,577843000.0
603326,2017-06-30,942650712.31,269784524.96,672866187.35,18069993.23
603326,2017-12-31,1151799946.77,408063773.65,743736173.12,101461140.43
603326,2018-06-30,1116008151.09,374914367.56,741093783.53,23517246.45
603328,2014-06-30,4494418507.99,707514840.23,3786903667.76,205643232.9
603328,2014-12-31,4783884294.3,814697826.82,3969186467.48,474991325.95
603328,2015-06-30,4878311097.32,803237306.1,4075073791.22,250489561.9
603328,2015-12-31,5207681988.26,853300224.09,4354381764.17,556259656.66
603328,2016-06-30,5326492490.03,937089785.4,4389402704.63,299904960.14
603328,2016-12-31,5796338568.2,1049475765.76,4746862802.44,691789484.34
603328,2017-06-30,5451997482.78,930412102.18,4521585380.6,300235174.48
603328,2017-12-31,5559652358.45,925676518.34,4633975840.11,661861196.47
603328,2018-06-30,5759695708.24,835266965.19,4924428743.05,307521346.16
603329,2017-12-31,1147928539.1,355121065.31,792807473.79,101942716.98
603329,2018-06-30,1109242968.42,318610147.84,790632820.58,49080346.66
603330,2016-12-31,473667125.97,111091228.5,362575897.47,59403402.0
603330,2017-06-30,629354983.71,45436088.23,583918895.48,10931079.51
603330,2017-12-31,823753102.75,206046222.05,617706880.7,32307221.44
603330,2018-06-30,905603378.45,283141455.42,622461923.03,21831184.46
603331,2017-06-30,1049082502.8,394841582.41,654240920.39,40855090.43
603331,2017-12-31,1031610836.4,350492116.32,681118720.08,74271006.51
603331,2018-06-30,1060528048.26,373109778.16,687418270.1,49979220.95
603333,2014-06-30,1884682357.54,360306979.32,1524375378.22,-24643337.58
603333,2014-12-31,1717640469.81,240441244.27,1477199225.54,-67625942.64
603333,2015-06-30,1747969582.01,270008285.42,1477961296.59,135805.79
603333,2015-12-31,1758118443.03,277616447.83,1480501995.2,-17151192.85
603333,2016-06-30,1725228735.98,262597773.94,1462630962.04,-17573620.2
603333,2016-12-31,1669702630.44,266793327.66,1402909302.78,-85747366.05
603333,2017-06-30,1698729933.3,285085855.41,1413644077.89,7431827.05
603333,2017-12-31,1810232295.03,390424543.68,1419807751.35,19696433.71
603333,2018-06-30,2043162542.2,636662070.07,1406500472.13,29015407.76
603335,2017-06-30,883455001.36,263602894.97,619852106.39,51552218.39
603335,2017-12-31,882494633.45,283721363.54,598773269.91,44756551.05
603335,2018-06-30,851123209.99,256107159.79,595016050.2,21123617.65
603336,2016-12-31,782828365.97,41707020.11,741121345.86,59152571.43
603336,2017-06-30,778975463.93,29549188.38,749426275.55,33475906.0
603336,2017-12-31,800485796.48,22469641.91,778016154.57,63241235.69
603336,2018-06-30,816249069.96,31428481.51,784820588.45,34523615.7
603337,2016-12-31,1988533237.9,980482422.82,1008050815.08,226575547.28
603337,2017-06-30,3315649310.6,1368813165.85,1946836144.75,164704020.2
603337,2017-12-31,3593839548.24,1462787859.65,2131051688.59,383389710.84
603337,2018-06-30,3738017227.5,1489858543.19,2248158684.31,265128826.72
603338,2015-06-30,998381622.33,133639316.28,864742306.05,67451183.41
603338,2015-12-31,1094930435.53,172274845.07,922655590.46,132516023.86
603338,2016-06-30,1348759223.69,348331828.87,1000427394.82,89799462.18
603338,2016-12-31,1371292106.95,285486746.1,1085805360.85,194741098.63
603338,2017-06-30,1578255450.14,371640965.77,1206614484.37,175007399.93
603338,2017-12-31,2778559461.66,576053698.23,2202505763.43,333219757.38
603338,2018-06-30,3156980070.5,817146480.25,2339833590.25,242225154.27
603339,2016-06-30,1416099153.28,184376015.69,1231723137.59,55961280.23
603339,2016-12-31,1541615459.87,231178942.2,1310436517.67,139851621.39
603339,2017-06-30,1689389625.94,338181894.76,1351207731.18,78126617.22
603339,2017-12-31,1814418072.2,346570556.79,1467847515.41,198784867.61
603339,2018-06-30,1938937797.18,401845858.37,1537091938.81,97308930.5
603345,2016-12-31,2478537110.64,1473985525.54,1004551585.1,210460667.26
603345,2017-06-30,2904620864.0,1309986595.55,1594634268.45,126051834.16
603345,2017-12-31,3250964847.52,1557496576.74,1693468270.78,251924110.15
603345,2018-06-30,3423692085.01,1648799210.49,1774892874.52,177056352.48
603348,2018-06-30,2995039255.45,1020158911.95,1974880343.5,68091005.44
603355,2015-06-30,3755323186.53,1400964092.43,2354359094.1,188436604.12
603355,2015-12-31,3719992241.53,1161198970.6,2558793270.93,404280593.82
603355,2016-06-30,3806011483.48,1102883652.38,2703127831.1,248681323.25
603355,2016-12-31,5095219746.18,2119139659.06,2976080087.12,574793291.44
603355,2017-06-30,5758307651.62,2660199095.54,3098108556.08,281362542.32
603355,2017-12-31,5167681838.54,1926570862.61,3241110975.93,407086527.39
603355,2018-06-30,4736410257.09,1367188365.73,3369221891.36,232831433.48
603356,2017-12-31,540322561.41,199589217.7,340733343.71,70096967.53
603356,2018-06-30,815419248.37,148843205.52,666576042.85,33225363.01
603357,2017-06-30,1594628909.75,757663987.26,836964922.49,144236306.75
603357,2017-12-31,2676836181.28,873542471.42,1803293709.86,348107684.66
603357,2018-06-30,2908313037.81,946645451.29,1961667586.52,294547865.97
603358,2016-12-31,2504360544.23,1244424112.63,1259936431.6,337601276.37
603358,2017-06-30,3583254423.97,1144696131.43,2438558292.54,154924900.17
603358,2017-12-31,3913859399.67,1381552589.32,2532306810.35,266173163.73
603358,2018-06-30,3996708020.27,1429814040.56,2566893979.71,164890345.86
603359,2017-12-31,3870001411.08,1447505918.27,2422495492.81,286940247.43
603359,2018-06-30,4346053685.48,1857689231.15,2488364454.33,211735205.29
603360,2016-12-31,626367873.82,168276804.77,458091069.05,108336658.08
603360,2017-06-30,856478308.51,215532053.13,640946255.38,60180260.81
603360,2017-12-31,779330217.36,92908732.45,686421484.91,126462584.77
603360,2018-06-30,849692618.89,100339712.58,749352906.31,75988846.07
603363,2017-12-31,2538083643.37,1572534289.45,965549353.92,148918291.17
603363,2018-06-30,3148336187.7,2157741748.23,990594439.47,7629227.63
603365,2017-12-31,2631907344.9,596275070.21,2035632274.69,295234103.11
603365,2018-06-30,2375928419.78,353961194.3,2021967225.48,127312118.03
603366,2014-06-30,4402240269.58,919771813.37,3482468456.21,203437762.09
603366,2014-12-31,4496583812.27,973438660.89,3523145151.38,271798458.62
603366,2015-06-30,4621213036.32,1140394705.57,3480818330.75,89492328.21
603366,2015-12-31,4802254335.74,1116828635.7,3685425700.04,290094726.59
603366,2016-06-30,4994868935.3,1332321217.37,3662547717.93,161519073.44
603366,2016-12-31,5221421443.26,1438312912.52,3783108530.74,285514342.49
603366,2017-06-30,6645451512.25,2834664708.98,3810786803.27,89586412.49
603366,2017-12-31,6321241660.96,2533104515.88,3788137145.08,85587021.72
603366,2018-06-30,6105878033.45,2505505639.92,3600372393.53,-13687083.68
603367,2017-12-31,4741888198.84,1017593093.47,3724295105.37,416206161.74
603367,2018-06-30,4905286318.22,1019033553.92,3886252764.3,268813596.77
603368,2014-12-31,3735623328.01,2561701049.33,1173922278.68,220214605.13
603368,2015-06-30,3916715763.3,2672750444.51,1243965318.79,125717329.06
603368,2015-12-31,4304984108.82,2944348719.24,1360635389.58,263880716.25
603368,2016-06-30,5656845665.01,2604292425.12,3052553239.89,186491695.21
603368,2016-12-31,6278926961.92,3041187503.63,3237739458.29,402403755.59
603368,2017-06-30,6680822754.66,3334934070.23,3345888684.43,243155615.32
603368,2017-12-31,7554049251.43,3985529768.06,3568519483.37,506673932.71
603368,2018-06-30,8488140143.38,4772314649.86,3715825493.52,316916606.66
603369,2014-06-30,4123549060.88,753075200.43,3370473860.45,602088425.66
603369,2014-12-31,4500737401.36,942861707.79,3557875693.57,848313737.93
603369,2015-06-30,5229252119.69,1404334054.33,3824918065.36,618232013.68
603369,2015-12-31,5423388591.17,1381472261.2,4041916329.97,897032944.57
603369,2016-06-30,5339427086.62,972637836.74,4366789249.88,712264176.59
603369,2016-12-31,6178634333.07,1557728775.07,4620905558.0,994928331.81
603369,2017-06-30,6303554252.36,1273074666.73,5030479585.63,861629808.63
603369,2017-12-31,7223229799.53,1944173431.05,5279056368.48,1208037216.57
603369,2018-06-30,7216617036.03,1400468852.03,5816148184.0,1138950102.61
603377,2015-12-31,1672910882.19,791658881.33,881252000.86,441471398.13
603377,2016-06-30,2440144354.99,772834011.34,1667310343.65,156388750.92
603377,2016-12-31,2630032825.03,736705704.64,1893327120.39,329590050.27
603377,2017-06-30,3105095921.07,1066700509.22,2038395411.85,165458804.36
603377,2017-12-31,3159592064.12,966562251.3,2193029812.82,329635571.26
603377,2018-06-30,3630329565.24,1496189037.34,2134140527.9,109208712.52
603378,2017-12-31,2064217107.24,775723551.92,1288493555.32,125464366.14
603378,2018-06-30,2290596581.6,1017887839.89,1272708741.71,19523318.66
603380,2017-06-30,963061107.88,323926555.73,639134552.15,43844331.91
603380,2017-12-31,940688918.97,244315699.97,696373219.0,109760107.72
603380,2018-06-30,950485857.02,234288332.84,716197524.18,60063059.34
603383,2017-06-30,992405501.41,127717697.79,864687803.62,27062976.91
603383,2017-12-31,1158203046.86,217797459.71,940405587.15,107053315.17
603383,2018-06-30,1114340433.59,177810934.29,936529499.3,37208919.18
603385,2017-06-30,4061538062.18,1056849559.14,3004688503.04,130761048.78
603385,2017-12-31,4072128375.64,927855492.74,3144272882.9,293559993.46
603385,2018-06-30,4147224753.82,962500415.09,3184724338.73,144335419.81
603386,2017-12-31,1204622353.93,588774963.58,615847390.35,72355826.1
603386,2018-06-30,1287324085.08,661188012.58,626136072.5,42119341.77
603387,2017-06-30,445969115.25,72451687.1,373517428.15,98686544.6
603387,2017-12-31,1266608765.76,118873751.39,1147735014.37,223095833.93
603387,2018-06-30,1357731806.46,128403118.69,1229328687.77,150123429.2
603388,2017-06-30,1156788815.63,445856903.22,710931912.41,35121883.03
603388,2017-12-31,1629993026.56,855812052.04,774180974.52,107899824.13
603388,2018-06-30,2089473820.72,1275927343.86,813546476.86,58957790.65
603389,2016-12-31,1022894130.59,173514008.38,849380122.21,81902603.93
603389,2017-06-30,1010249159.43,161936773.11,848312386.32,26729028.38
603389,2017-12-31,1074391087.19,187722392.26,886668694.93,71041837.41
603389,2018-06-30,1000271880.49,150643198.35,849628682.14,-25172545.48
603393,2016-12-31,2090523374.44,302323827.97,1788199546.47,221234540.7
603393,2017-06-30,2034262963.72,246045777.23,1788217186.49,123320183.58
603393,2017-12-31,2296022919.3,354333384.0,1941689535.3,311177152.01
603393,2018-06-30,3694638955.19,1807896546.57,1886742408.62,125547809.23
603396,2017-12-31,1444047043.06,611839225.28,832207817.78,95991324.04
603396,2018-06-30,1664312277.7,807782492.03,856529785.67,59718728.04
603398,2015-12-31,574972456.97,35083736.69,539888720.28,75340020.02
603398,2016-06-30,595668207.81,46314192.61,549354015.2,33533346.67
603398,2016-12-31,621678879.37,40231938.76,581446940.61,64686782.06
603398,2017-06-30,635729206.35,46291860.59,589437345.76,31930531.87
603398,2017-12-31,717262260.9,92521895.85,624740365.05,68298094.12
603398,2018-06-30,707127445.28,82821389.63,624306055.65,15401388.23
603399,2014-06-30,2373682875.67,1283633513.27,1090049362.4,18396322.81
603399,2014-12-31,2444617015.05,1320172539.24,1124444475.81,34821239.87
603399,2015-06-30,2231933924.3,1179634883.73,1052299040.57,-96533479.72
603399,2015-12-31,2995095235.11,1193500508.42,1801594726.69,-496089227.84
603399,2016-06-30,2710005149.27,954448134.75,1755557014.52,-63933027.97
603399,2016-12-31,3020580759.94,1171513068.03,1849067691.91,18257783.29
603399,2017-06-30,3881231573.97,1995183241.3,1886048332.67,6646446.64
603399,2017-12-31,4434301774.11,2330578249.79,2103723524.32,146844595.29
603399,2018-06-30,4187343813.25,1750274014.49,2437069798.76,68718088.95
603416,2016-12-31,924777466.28,99339985.5,825437480.78,96767080.38
603416,2017-06-30,1020947517.92,149530992.58,871416525.34,69082491.13
603416,2017-12-31,1127753030.05,196489500.58,931263529.47,154141030.79
603416,2018-06-30,1236504314.59,257997596.88,978506717.71,86372022.24
603421,2016-12-31,2324169773.82,372261998.86,1951907774.96,271210463.76
603421,2017-06-30,2205889973.46,302475278.62,1903414694.84,133610577.11
603421,2017-12-31,2707544533.05,592448734.95,2115095798.1,326788179.47
603421,2018-06-30,3300715252.82,1012941935.87,2287773316.95,115272922.59
603429,2016-12-31,322810626.33,119510526.11,203300100.22,60196718.78
603429,2017-06-30,607310443.14,136399644.04,470910799.1,34406138.9
603429,2017-12-31,755648848.9,223777246.43,531871602.47,108557886.74
603429,2018-06-30,787708503.1,214174069.83,573534433.27,65755500.76
603444,2016-12-31,2643045104.16,590019691.65,2053025412.51,803991250.27
603444,2017-06-30,2696258791.64,606299381.58,2089959410.06,425585592.59
603444,2017-12-31,3143580718.17,687334645.61,2456246072.56,857790313.77
603444,2018-06-30,3358903249.16,748310506.33,2610592742.83,520159551.5
603456,2014-12-31,2208230604.68,624982287.25,1583248317.43,124205777.52
603456,2015-06-30,2799483051.11,1142848832.12,1656634218.99,117155104.13
603456,2015-12-31,3335224064.68,819464498.47,2515759566.21,216764303.12
603456,2016-06-30,2971153276.4,483718291.19,2487434985.21,46043046.31
603456,2016-12-31,2998806634.32,432012146.29,2566794488.03,119083208.33
603456,2017-06-30,3114965160.07,519809597.91,2595155562.16,87294270.26
603456,2017-12-31,3142511868.57,461771345.5,2680740523.07,175636401.44
603456,2018-06-30,3218091705.01,530877359.84,2687214345.17,102501286.68
603458,2017-06-30,2559569097.96,1631969831.28,927599266.68,170883770.96
603458,2017-12-31,3463447930.07,1505145400.7,1958302529.37,389180341.26
603458,2018-06-30,3534287004.44,1502360092.66,2031926911.78,208954652.71
603466,2017-12-31,2755804605.4,1465548370.8,1290256234.6,185191179.98
603466,2018-06-30,2958866224.04,1645847930.14,1313018293.9,148648859.66
603477,2017-12-31,1365501919.09,554262531.88,811239387.21,74400477.24
603477,2018-06-30,1311439217.2,484026929.63,827412287.57,32512848.79
603486,2018-06-30,3798078806.39,1577246071.32,2220832735.07,257555609.89
603488,2017-06-30,834286208.93,77598891.24,756687317.69,31447235.44
603488,2017-12-31,885510686.32,86183664.54,799327021.78,79542411.48
603488,2018-06-30,874652219.3,88556864.18,786095355.12,32137090.85
603496,2017-06-30,719716508.07,105750809.52,613965698.55,39733428.68
603496,2017-12-31,769750554.79,112525575.08,657224979.71,78790967.98
603496,2018-06-30,853674429.76,170279592.39,683394837.37,54350618.54
603499,2017-12-31,672211461.68,165783573.0,506427888.68,46130105.57
603499,2018-06-30,702569329.97,189303115.21,513266214.76,23213274.16
603500,2017-12-31,867614445.6,82188023.62,785426421.98,91075078.22
603500,2018-06-30,856081749.36,65862941.11,790218808.25,35289326.82
603501,2017-06-30,1888438663.89,808439828.72,1079998835.17,40323575.02
603501,2017-12-31,2824908203.63,1634267325.65,1190640877.98,132129631.6
603501,2018-06-30,3417994907.7,1964618130.85,1453376776.85,180699609.48
603505,2017-06-30,1061565108.14,375804458.1,685760650.04,44773306.39
603505,2017-12-31,1229417368.92,500372681.25,729044687.67,103082711.44
603505,2018-06-30,1413933696.9,665609675.79,748324021.11,59485260.93
603506,2017-12-31,810404394.24,525840077.54,284564316.7,103337614.24
603506,2018-06-30,1221653896.21,627501003.17,594152893.04,59955440.58
603507,2017-12-31,1929171430.62,555010738.42,1374160692.2,134033140.37
603507,2018-06-30,2131196801.82,753982228.11,1377214573.71,45506254.78
603508,2015-12-31,2544075037.23,255832544.27,2288242492.96,271083139.89
603508,2016-06-30,2527172038.02,193414180.09,2333757857.93,67927156.62
603508,2016-12-31,2663977837.74,193886141.48,2470091696.26,181987831.72
603508,2017-06-30,2650719566.87,141677309.32,2509042257.55,86870226.79
603508,2017-12-31,2763730657.22,198373061.75,2565357595.47,140183456.45
603508,2018-06-30,2784173812.22,158036340.29,2626137471.93,124257845.89
603515,2016-12-31,5166598654.79,2022211220.98,3144387433.81,566557225.15
603515,2017-06-30,5457700941.77,2242463164.71,3215237777.06,305601881.16
603515,2017-12-31,6306159478.53,2671624765.85,3634534712.68,792605297.15
603515,2018-06-30,6593570658.56,2819639187.22,3773931471.34,426901009.93
603516,2017-12-31,331378243.09,39391626.76,291986616.33,102998622.69
603516,2018-06-30,746608827.6,30610873.34,715997954.26,48144173.71
603517,2017-06-30,2843371123.96,528364916.92,2315006207.04,301946752.1
603517,2017-12-31,3189008198.45,614245486.47,2574762711.98,649916272.56
603517,2018-06-30,3389454931.7,685321820.39,2704133111.31,409471257.31
603518,2014-12-31,1373755149.08,87283954.91,1286471194.17,178870633.21
603518,2015-06-30,1432466319.51,94482200.96,1337984118.55,92706643.34
603518,2015-12-31,1509174650.2,132742729.04,1376431921.16,130508245.36
603518,2016-06-30,1514512791.42,126256261.59,1388256529.83,34760363.75
603518,2016-12-31,1596969898.06,137242606.24,1459727291.82,115193523.1
603518,2017-06-30,6227099353.04,4547914186.97,1679185166.07,61146415.95
603518,2017-12-31,6616590407.41,4761948029.0,1854642378.41,298421748.49
603518,2018-06-30,6477453556.02,4004533542.48,2472920013.54,180412222.64
603519,2014-12-31,608343696.13,226968061.75,381375634.38,64146819.16
603519,2015-06-30,842237204.53,211177354.35,631059850.18,33259575.01
603519,2015-12-31,741452145.48,86229802.38,655222343.1,72984242.27
603519,2016-06-30,877131280.55,225895994.12,651235286.43,36763398.78
603519,2016-12-31,905718226.95,217953771.3,687764455.65,77306964.73
603519,2017-06-30,802508009.18,122988705.56,679519303.62,46926542.21
603519,2017-12-31,946639834.01,223391052.57,723248781.44,95225647.95
603519,2018-06-30,767711338.51,105636445.72,662074892.79,48162244.15
603520,2015-12-31,1478303585.12,1020605183.37,457698401.75,93679600.21
603520,2016-06-30,1816953214.86,1017627649.13,799325565.73,60154488.92
603520,2016-12-31,1893518937.53,1066503958.22,827014979.31,93417092.29
603520,2017-06-30,2042183309.41,1196881616.92,845301692.49,66691349.16
603520,2017-12-31,2013370502.43,1140930559.22,872439943.21,106872727.29
603520,2018-06-30,2041805087.05,1164513408.65,877291678.4,82133210.4
603527,2017-12-31,1115802617.36,309122945.79,806679671.57,97221317.52
603527,2018-06-30,1153049580.15,334547936.99,818501643.16,50527437.89
603528,2016-06-30,1835330089.31,606849186.56,1228480902.75,186697899.66
603528,2016-12-31,1910009944.51,544404871.04,1365605073.47,329072093.8
603528,2017-06-30,1793723648.77,466383146.74,1327340502.03,69111622.04
603528,2017-12-31,2036003817.39,669755758.41,1366248058.98,115432415.11
603528,2018-06-30,2017575339.79,594873133.39,1422702206.4,90681888.0
603533,2017-12-31,1352008505.88,363779857.79,988228648.09,133763946.54
603533,2018-06-30,1523503601.92,462721585.05,1060782016.87,78074510.91
603535,2017-12-31,1710466247.09,316102216.35,1394364030.74,141705498.91
603535,2018-06-30,1871123781.82,442026511.49,1429097270.33,74450957.24
603536,2017-06-30,997468355.0,397165162.34,600303192.66,16886367.0
603536,2017-12-31,1015942197.41,372202807.24,643739390.17,76069571.99
603536,2018-06-30,947777305.11,325060532.1,622716773.01,14152295.02
603538,2017-06-30,1442722693.07,293414109.07,1149308584.0,40421718.33
603538,2017-12-31,1513706301.96,351190933.5,1162515368.46,63881257.24
603538,2018-06-30,2027416529.44,705721372.81,1321695156.63,53106693.74
603555,2014-06-30,3699667404.61,1612252598.57,2087414806.04,195290926.18
603555,2014-12-31,4205672804.5,1969949363.04,2235723441.46,371647637.47
603555,2015-06-30,4303587982.46,2077769230.31,2225818752.15,213658591.91
603555,2015-12-31,4827221105.87,2442768977.57,2384452128.3,377427844.59
603555,2016-06-30,5092165577.52,2790441679.32,2301723898.2,210867680.5
603555,2016-12-31,7903696177.21,4790917001.39,3112779175.82,383496701.29
603555,2017-06-30,7647762320.87,4769191328.75,2878570992.12,197927311.92
603555,2017-12-31,7582562217.31,4955889786.86,2626672430.45,255023340.62
603555,2018-06-30,7375450468.03,4865075490.3,2510374977.73,62589568.99
603556,2016-12-31,5272818571.61,1090007417.15,4182811154.46,536023064.1
603556,2017-06-30,5699723261.09,1326849111.17,4372874149.92,299991024.54
603556,2017-12-31,6453658450.06,1771241509.11,4682416940.95,678071490.56
603556,2018-06-30,6325224434.1,1532637226.25,4792587207.85,193369054.27
603557,2017-12-31,1728659323.51,330918054.94,1397741268.57,205399665.72
603557,2018-06-30,1957312912.2,478334257.55,1478978654.65,104800599.41
603558,2014-12-31,800882042.44,437050575.24,363831467.2,94562411.03
603558,2015-06-30,1164705745.46,432522061.11,732183684.35,71585999.7
603558,2015-12-31,1198732672.6,424173606.65,774559065.95,124696663.66
603558,2016-06-30,2137852149.55,341277915.66,1796574233.89,44416478.01
603558,2016-12-31,2456674888.91,616448835.54,1840226053.37,78509032.11
603558,2017-06-30,2311633777.51,456581100.5,1855052677.01,62890555.11
603558,2017-12-31,3283412516.25,509161482.96,2774251033.29,131275892.84
603558,2018-06-30,3463804469.1,634974438.91,2828830030.19,123293601.32
603559,2016-12-31,787506702.02,271932295.67,515574406.35,57236125.78
603559,2017-06-30,787383160.82,269125295.28,518257865.54,14424507.97
603559,2017-12-31,890783088.94,354042977.68,536740111.26,39254884.34
603559,2018-06-30,1375395650.7,605221197.53,770174453.17,14409885.09
603566,2015-06-30,1414126872.74,148019427.24,1266107445.5,76301889.67
603566,2015-12-31,1503703764.15,166490404.72,1337213359.43,154302884.73
603566,2016-06-30,1538032979.3,158627892.21,1379405087.09,77726057.78
603566,2016-12-31,1736825580.03,255905876.92,1480919703.11,183050559.84
603566,2017-06-30,1727240662.46,238017856.29,1489222806.17,67241922.94
603566,2017-12-31,1805111236.09,236271421.26,1568839814.83,107891703.89
603566,2018-06-30,1815600912.91,232766905.35,1582834007.56,87697218.37
603567,2015-06-30,5250240455.32,1614446896.33,3635793558.99,269018183.38
603567,2015-12-31,5949674930.57,1968111056.97,3981563873.6,668286659.42
603567,2016-06-30,5939043419.62,1966088047.86,3972955371.76,220272476.6
603567,2016-12-31,6418989445.45,2112360802.89,4306628642.56,491309375.8
603567,2017-06-30,5952483674.61,1597125208.83,4355358465.78,196582664.72
603567,2017-12-31,6886060710.34,2206906759.03,4679153951.31,647928400.83
603567,2018-06-30,7130930370.75,2360905157.53,4770025213.22,295634432.23
603568,2015-06-30,3112214324.46,1571699810.0,1540514514.46,155026469.42
603568,2015-12-31,3023536927.34,1343378525.0,1680158402.34,275924863.98
603568,2016-06-30,3331370008.23,1575617584.14,1755752424.09,156042712.92
603568,2016-12-31,3363132917.96,1445176640.34,1917956277.62,287123526.52
603568,2017-06-30,3595361765.08,1473153061.24,2122208703.84,228811027.75
603568,2017-12-31,3931795045.21,1619109486.6,2312685558.61,574944258.5
603568,2018-06-30,4417561875.44,1869765317.13,2547796558.31,426071960.03
603569,2016-12-31,3700596355.62,1788781345.6,1911815010.02,383000930.04
603569,2017-06-30,3663082015.28,1672564599.86,1990517415.42,168705160.44
603569,2017-12-31,4396412746.18,2115965856.09,2280446890.09,461065581.72
603569,2018-06-30,4753996207.96,2391589857.65,2362406350.31,202977070.72
603577,2016-12-31,1477499210.71,638710686.26,838788524.45,74018920.05
603577,2017-06-30,1653801115.22,812781285.47,841019829.75,23988850.48
603577,2017-12-31,1595643949.11,709502781.83,886141167.28,51744588.77
603577,2018-06-30,1764276406.67,851486727.45,912789679.22,26550416.4
603578,2017-06-30,534512152.36,64134245.53,470377906.83,32938591.55
603578,2017-12-31,602042018.12,105793352.63,496248665.49,61521065.78
603578,2018-06-30,578360812.62,63906652.59,514454160.03,39945091.47
603579,2016-12-31,1080150087.8,623009274.4,457140813.4,232920410.56
603579,2017-06-30,1871998722.54,606075142.29,1265923580.25,134200438.99
603579,2017-12-31,2187139536.12,803948805.69,1383190730.43,257517533.53
603579,2018-06-30,2335649182.82,892458641.39,1443190541.43,163804210.87
603580,2017-06-30,392897142.4,29039515.49,363857626.91,15082840.82
603580,2017-12-31,424835375.1,45373612.6,379461762.5,34958803.44
603580,2018-06-30,428425367.65,52413417.81,376011949.84,21655128.2
603585,2016-12-31,1895062303.65,259602633.1,1635459670.55,303711084.59
603585,2017-06-30,1929400301.88,205623686.27,1723776615.61,180277312.41
603585,2017-12-31,2039729815.76,157521419.01,1882208396.75,365900182.57
603585,2018-06-30,2189772163.68,196091569.6,1993680594.08,257657752.44
603586,2017-06-30,2766024690.87,722213837.63,2043810853.24,119084507.73
603586,2017-12-31,2815714452.44,698415022.24,2117299430.2,208472514.63
603586,2018-06-30,2633409746.48,557127012.14,2076282734.34,45984671.06
603587,2018-06-30,3659606148.92,408980393.62,3250625755.3,401277095.88
603588,2014-12-31,3002397078.99,1243936521.45,1758460557.54,119749910.11
603588,2015-06-30,2931355017.85,1150360574.18,1780994443.67,16120825.23
603588,2015-12-31,3273451820.93,1417657574.96,1855794245.97,118300649.8
603588,2016-06-30,3798381432.06,1919093782.01,1879287650.05,36354113.54
603588,2016-12-31,4431832280.8,2315807079.95,2116025200.85,184184513.44
603588,2017-06-30,5020348764.3,2755330695.38,2265018068.92,101294434.67
603588,2017-12-31,5961534495.86,3485179335.32,2476355160.54,281538105.06
603588,2018-06-30,7278207222.89,4484829339.47,2793377883.42,214813480.01
603589,2015-06-30,4678237253.41,1344419499.89,3333817753.52,369550537.03
603589,2015-12-31,4976619083.09,1309011993.58,3667607089.51,819688996.74
603589,2016-06-30,5010850319.61,1148321333.76,3862528985.85,538927397.51
603589,2016-12-31,5690045599.87,1448974329.43,4241071270.44,1055823662.04
603589,2017-06-30,6180113227.79,1683181940.31,4496931287.48,686631830.17
603589,2017-12-31,7676357124.9,2591622891.9,5084734233.0,1560736359.69
603589,2018-06-30,7646121693.11,2278072416.21,5368049276.9,997861980.85
603595,2017-12-31,1237309750.52,508002013.23,729307737.29,203656081.69
603595,2018-06-30,1380109850.45,556467035.38,823642815.07,115061980.68
603596,2018-06-30,3550595839.06,1612815503.19,1937780335.87,206425409.12
603598,2015-06-30,838878041.69,278960453.58,559917588.11,27194209.61
603598,2015-12-31,902258500.88,334916411.99,567342088.89,26562465.0
603598,2016-06-30,900555922.79,305831683.55,594724239.24,36237683.76
603598,2016-12-31,892555973.56,293810499.73,598745473.83,42528123.94
603598,2017-06-30,902170099.87,291322102.82,610847997.05,25311706.56
603598,2017-12-31,2039187459.32,1334692715.45,704494743.87,92682204.67
603598,2018-06-30,2139869855.15,1604932654.87,534937200.28,47003907.38
603599,2015-06-30,2920609984.07,735099622.0,2185510362.07,103006395.74
603599,2015-12-31,3040707961.27,811761313.66,2228946647.61,151339910.94
603599,2016-06-30,3251984036.3,935218836.49,2316765199.81,108541447.53
603599,2016-12-31,3381150706.65,976390623.86,2404760082.79,203269089.69
603599,2017-06-30,3489187733.21,944764670.22,2544423062.99,189675346.48
603599,2017-12-31,5492269827.31,1363925689.6,4128344137.71,383174266.94
603599,2018-06-30,5675950289.77,1363834728.63,4312115561.14,268262757.6
603600,2014-12-31,500286235.32,240959922.05,259326313.27,62133016.72
603600,2015-06-30,699543747.7,191664368.78,507879378.92,56864869.37
603600,2015-12-31,799501332.49,247115572.5,552385759.99,105767938.05
603600,2016-06-30,811311802.79,249213769.1,562098033.69,61050687.22
603600,2016-12-31,940347303.11,311730971.47,628616331.64,125474601.04
603600,2017-06-30,986977333.34,352718769.36,634258563.98,71135601.09
603600,2017-12-31,1107407407.1,433929765.38,673477641.72,113218116.55
603600,2018-06-30,1692482903.51,495408276.33,1197074627.18,57531348.62
603601,2014-12-31,257281752.05,60160484.97,197121267.08,39111577.02
603601,2015-06-30,359701821.67,57318049.7,302383771.97,11628122.75
603601,2015-12-31,446050398.04,102236687.92,343813710.12,35559421.6
603601,2016-06-30,1232162082.87,101470908.86,1130691174.01,33982899.83
603601,2016-12-31,1352985015.83,242719564.11,1110265451.72,73244032.01
603601,2017-06-30,1417931995.72,284419650.43,1133512345.29,49127115.66
603601,2017-12-31,2071924267.52,865436372.27,1206487895.25,131142039.99
