,Stkcd,Accper,Typrep,total_assets,tptal_liability,total_equity
2892,155,2014-12-31,A,1349948717.01,2227263176.25,-877314459.24
2898,155,2015-06-30,A,1253144130.68,2253407619.42,-1000263488.74
2902,155,2015-12-31,A,719809721.68,2347944560.41,-1628134838.73
2908,155,2016-06-30,A,527615767.59,1699458704.45,-1171842936.86
2912,155,2016-12-31,A,2942680355.99,88737197.96,2853943158.03
2931,156,2014-06-30,A,5102615484.67,3122161092.96,1980454391.71
2936,156,2014-12-31,A,5558177257.29,3351120421.16,2207056836.13
2942,156,2015-06-30,A,12131751932.78,3168298613.17,8963453319.61
2946,156,2015-12-31,A,12674997873.2,3416965504.05,9258032369.15
2952,156,2016-06-30,A,13016533076.52,3514393521.49,9502139555.03
2956,156,2016-12-31,A,14032840971.94,3919060595.32,10113780376.62
2975,157,2014-06-30,A,92119994298.19,50273229021.06,41846765277.13
2980,157,2014-12-31,A,93757955793.25,52510047091.41,41247908701.84
2986,157,2015-06-30,A,100788488692.08,59788663199.42,40999825492.66
2990,157,2015-12-31,A,93723020007.67,53113915069.48,40609104938.19
2996,157,2016-06-30,A,93636653813.72,55298890159.57,38337763654.15
3000,157,2016-12-31,A,89141023453.16,51346062946.46,37794960506.7
3019,158,2014-06-30,A,5591128461.6,3198050879.81,2393077581.79
3024,158,2014-12-31,A,5553163381.02,3079382615.87,2473780765.15
3030,158,2015-06-30,A,8757081301.63,4139748316.12,4617332985.51
3034,158,2015-12-31,A,10941863134.93,5509172042.61,5432691092.32
3040,158,2016-06-30,A,11575350151.6,6202068572.0,5373281579.6
3044,158,2016-12-31,A,12804191551.46,7060367381.34,5743824170.12
3063,159,2014-06-30,A,3024938962.49,939790572.0,2085148390.49
3068,159,2014-12-31,A,2968258457.12,785037178.25,2183221278.87
3074,159,2015-06-30,A,3070590371.24,881215581.11,2189374790.13
3078,159,2015-12-31,A,2948995537.59,767588361.87,2181407175.72
3084,159,2016-06-30,A,3013610722.25,847156335.34,2166454386.91
3088,159,2016-12-31,A,3116249830.61,912225875.02,2204023955.59
3108,166,2014-12-31,A,139452499466.75,116793063083.35,22659436383.4
3112,166,2015-06-30,A,435127679980.93,387477733555.42,47649946425.51
3116,166,2015-12-31,A,333569469451.56,281703691160.13,51865778291.43
3122,166,2016-06-30,A,275690832596.81,225308237373.95,50382595222.86
3126,166,2016-12-31,A,275489262612.92,221416021674.13,54073240938.79
3145,301,2014-06-30,A,3983625443.24,926341550.78,3057283892.46
3150,301,2014-12-31,A,3986897644.87,858995150.25,3127902494.62
3156,301,2015-06-30,A,4119415436.04,901465915.03,3217949521.01
3160,301,2015-12-31,A,4407567301.79,1163708829.54,3243858472.25
3166,301,2016-06-30,A,4769764901.31,1445871437.48,3323893463.83
3170,301,2016-12-31,A,4967757515.62,1501181558.07,3466575957.55
3189,333,2014-06-30,A,118089557790.0,75931453890.0,42158103900.0
3194,333,2014-12-31,A,120292088160.0,74560632920.0,45731455240.0
3200,333,2015-06-30,A,141782687120.0,89333261710.0,52449425410.0
3204,333,2015-12-31,A,128841935000.0,72810313000.0,56031622000.0
3210,333,2016-06-30,A,167502747000.0,104843619000.0,62659128000.0
3214,333,2016-12-31,A,170600711000.0,101624015000.0,68976696000.0
3233,338,2014-06-30,A,128435494796.69,87828829773.0,40606665023.69
3238,338,2014-12-31,A,120411751686.07,79557339005.47,40854412680.6
3244,338,2015-06-30,A,115170821514.44,73635878763.89,41534942750.55
3248,338,2015-12-31,A,114873387806.95,73146904220.38,41726483586.57
3254,338,2016-06-30,A,125328831583.99,83873757678.89,41455073905.1
3258,338,2016-12-31,A,163990680528.94,119429010669.72,44561669859.22
3277,400,2014-06-30,A,9908021210.29,4556618318.16,5351402892.13
3281,400,2014-12-31,A,10792195753.97,4558033955.04,6234161798.93
3288,400,2015-06-30,A,10552108435.08,4223731858.32,6328376576.76
3292,400,2015-12-31,A,12487336801.66,5615700395.42,6871636406.24
3298,400,2016-06-30,A,12934439788.21,6067093974.84,6867345813.37
3302,400,2016-12-31,A,14300836589.93,6750300493.3,7550536096.63
3321,401,2014-06-30,A,43805975373.61,30410963077.77,13395012295.84
3326,401,2014-12-31,A,44054273385.35,30617157414.31,13437115971.04
3332,401,2015-06-30,A,45821751632.01,31948363651.26,13873387980.75
3336,401,2015-12-31,A,41281233837.78,29948192775.23,11333041062.55
3342,401,2016-06-30,A,40404282631.92,30261999240.06,10142283391.86
3346,401,2016-12-31,A,41480045870.16,30312172230.18,11167873639.98
3365,402,2014-06-30,A,83736917368.42,59674837527.4,24062079841.02
3370,402,2014-12-31,A,87587439628.34,60784575353.16,26802864275.18
3376,402,2015-06-30,A,91682177928.67,63291195047.83,28390982880.84
3380,402,2015-12-31,A,105678675860.28,76675129168.41,29003546691.87
3386,402,2016-06-30,A,114969666412.83,86030592818.42,28939073594.41
3390,402,2016-12-31,A,112835514687.26,81703973159.31,31131541527.95
3409,403,2014-06-30,A,1259857889.71,810795742.89,449062146.82
3414,403,2014-12-31,A,1193805924.67,735156003.51,458649921.16
3420,403,2015-06-30,A,1234841913.09,726649092.48,508192820.61
3424,403,2015-12-31,A,1265309163.03,739819261.98,525489901.05
3430,403,2016-06-30,A,1268471480.35,705207284.9,563264195.45
3434,403,2016-12-31,A,1279595945.22,752668108.87,526206400.55
3453,404,2014-06-30,A,6885615772.43,4234096412.35,2651519360.08
3458,404,2014-12-31,A,6604536574.6,3907065546.18,2697471028.42
3464,404,2015-06-30,A,7194759393.28,4371412044.62,2823347348.66
3468,404,2015-12-31,A,6970502586.82,4005922998.77,2964579588.05
3474,404,2016-06-30,A,8081651430.18,5028932378.03,3052719052.15
3478,404,2016-12-31,A,8102493985.32,4852377293.78,3250116691.54
3497,407,2014-06-30,A,3637925446.94,2269779881.86,1368145565.08
3502,407,2014-12-31,A,4102803662.26,2077056583.35,2025747078.91
3508,407,2015-06-30,A,4514926848.98,2440539052.41,2074387796.57
3512,407,2015-12-31,A,4151646858.11,2052290987.76,2099355870.35
3518,407,2016-06-30,A,3939426551.6,1175697042.39,2763729509.21
3522,407,2016-12-31,A,4302560924.07,1783454734.61,2519106189.46
3542,408,2014-06-30,A,553615812.2,354883964.8,198731847.4
3546,408,2014-12-31,A,456452646.85,318855125.04,137597521.81
3552,408,2015-06-30,A,522196710.63,387429455.5,134767255.13
3556,408,2015-12-31,A,463902808.27,386887571.74,77015236.53
3562,408,2016-06-30,A,155830682.01,7862047.56,147968634.45
3566,408,2016-12-31,A,7360720237.46,1372503627.58,5988216609.88
3585,409,2014-06-30,A,2389577648.52,1206344153.35,1183233495.17
3590,409,2014-12-31,A,3311944551.64,2044711709.39,1267232842.25
3596,409,2015-06-30,A,3621422231.54,2398224366.49,1223197865.05
3600,409,2015-12-31,A,5676483708.77,4131901392.23,1544582316.54
3606,409,2016-06-30,A,5771631504.46,4198744976.69,1572886527.77
3610,409,2016-12-31,A,6198259621.36,4846108916.67,1352150704.69
3629,410,2014-06-30,A,19559789141.96,16842130192.41,2717658949.55
3634,410,2014-12-31,A,20146087495.39,17403835230.4,2742252264.99
3640,410,2015-06-30,A,21235442628.46,18754402090.22,2481040538.24
3644,410,2015-12-31,A,22289637179.27,20030349870.77,2259287308.5
3650,410,2016-06-30,A,25428077330.34,23628325431.26,1799751899.08
3654,410,2016-12-31,A,24798383742.97,23974354427.24,824029315.73
3673,411,2014-06-30,A,5561637964.85,4257125950.76,1304512014.09
3678,411,2014-12-31,A,5211120731.96,3844379492.11,1366741239.85
3684,411,2015-06-30,A,6188284761.8,4746371262.16,1441913499.64
3688,411,2015-12-31,A,6124973797.98,4609386275.32,1515587522.66
3694,411,2016-06-30,A,6600610276.47,5017114166.63,1583496109.84
3698,411,2016-12-31,A,6987141559.73,5290333963.38,1696807596.35
3717,413,2014-06-30,A,10955355907.06,4642055512.14,6313300394.92
3722,413,2014-12-31,A,12468163299.77,5992361095.65,6475802204.12
3728,413,2015-06-30,A,15833774021.46,8960703943.38,6873070078.08
3732,413,2015-12-31,A,28798623253.33,14237174488.73,14561448764.6
3738,413,2016-06-30,A,33483031894.59,18528456887.8,14954575006.79
3742,413,2016-12-31,A,46826319570.41,23757082971.94,23069236598.47
3762,415,2014-06-30,A,65385845000.0,53314032000.0,12071813000.0
3766,415,2014-12-31,A,67720684000.0,55122577000.0,12598107000.0
3772,415,2015-06-30,A,90736219000.0,77480376000.0,13255843000.0
3776,415,2015-12-31,A,131900896000.0,99362394000.0,32538502000.0
3782,415,2016-06-30,A,183259251000.0,149519775000.0,33739476000.0
3786,415,2016-12-31,A,216632100000.0,178895224000.0,37736876000.0
3805,416,2014-06-30,A,903858515.04,91071445.16,812787069.88
3810,416,2014-12-31,A,935485726.77,46569586.51,888916140.26
3816,416,2015-06-30,A,1021374714.12,133661785.4,887712928.72
3820,416,2015-12-31,A,1420965708.65,536471385.78,884494322.87
3826,416,2016-06-30,A,1416456130.51,550123284.4,866332846.11
3830,416,2016-12-31,A,920886016.65,18007640.85,902878375.8
3849,417,2014-06-30,A,7520829814.88,3979615256.07,3541214558.81
3854,417,2014-12-31,A,7949719844.67,4234631514.24,3715088330.43
3860,417,2015-06-30,A,7648851862.97,3885251521.84,3763600341.13
3864,417,2015-12-31,A,8294925368.88,4403157333.77,3891768035.11
3870,417,2016-06-30,A,8405757164.43,4387141332.15,4018615832.28
3874,417,2016-12-31,A,9225560381.54,5090159842.82,4135400538.72
3893,418,2014-06-30,A,9686393875.1,4985411144.53,4700982730.57
3898,418,2014-12-31,A,11376793928.71,6232097834.0,5144696094.71
3904,418,2015-06-30,A,11230158118.77,5864283576.02,5365874542.75
3908,418,2015-12-31,A,14327655366.6,8339928279.5,5987727087.1
3914,418,2016-06-30,A,15482781637.01,9159007814.12,6323773822.89
3920,418,2016-12-31,A,18885986837.64,11926891770.24,6959095067.4
3937,419,2014-06-30,A,3486353088.12,1585766750.11,1900586338.01
3942,419,2014-12-31,A,3779622778.11,1843744584.7,1935878193.41
3948,419,2015-06-30,A,3641301865.24,1639594358.53,2001707506.71
3952,419,2015-12-31,A,3842992321.7,1871693884.04,1971298437.66
3958,419,2016-06-30,A,3677711156.14,1623226550.74,2054484605.4
3962,419,2016-12-31,A,3977588763.73,1889909218.95,2087679544.78
3981,420,2014-06-30,A,2975367361.79,2702908265.86,272459095.93
3986,420,2014-12-31,A,3308594506.95,2289888009.37,1018706497.58
3992,420,2015-06-30,A,2401984845.72,1406097334.52,995887511.2
3996,420,2015-12-31,A,2650134188.66,1676865710.4,973268478.26
4002,420,2016-06-30,A,4535610542.64,1862555558.32,2673054984.32
4006,420,2016-12-31,A,4620704177.32,1927640300.92,2693063876.4
4026,421,2014-06-30,A,2067896451.84,727026694.33,1340869757.51
4030,421,2014-12-31,A,2308967508.43,894988701.41,1413978807.02
4036,421,2015-06-30,A,5688425834.32,2491337001.07,3197088833.25
4040,421,2015-12-31,A,6682764728.3,3171211151.59,3511553576.71
4046,421,2016-06-30,A,7134076361.88,3656619808.35,3477456553.53
4050,421,2016-12-31,A,7042308684.01,3463926379.35,3578382304.66
4069,422,2014-06-30,A,36215790745.68,28679505814.74,7536284930.94
4074,422,2014-12-31,A,37374618259.2,29856353045.34,7518265213.86
4080,422,2015-06-30,A,38544895987.2,30369387052.05,8175508935.15
4084,422,2015-12-31,A,39979314528.57,31910942957.0,8068371571.57
4090,422,2016-06-30,A,41624691981.1,33235014326.64,8389677654.46
4094,422,2016-12-31,A,39772982665.71,32967008339.76,6805974325.95
4113,423,2014-06-30,A,6598861341.79,864027759.54,5734833582.25
4118,423,2014-12-31,A,7459925145.22,1432305957.79,6027619187.43
4124,423,2015-06-30,A,7981094854.75,1191885203.74,6789209651.01
4128,423,2015-12-31,A,8609016437.63,1526000138.15,7083016299.48
4134,423,2016-06-30,A,8946708253.29,1553218786.44,7393489466.85
4138,423,2016-12-31,A,9949565214.12,1563435878.04,8386129336.08
4157,425,2014-06-30,A,49840802646.13,29763156744.26,20077645901.87
4162,425,2014-12-31,A,48850537738.21,28411578222.86,20438959515.35
4168,425,2015-06-30,A,48445727773.19,26940065195.73,21505662577.46
4172,425,2015-12-31,A,42707944215.83,22103806761.93,20604137453.9
4178,425,2016-06-30,A,43750505007.65,23390085634.8,20360419372.85
4182,425,2016-12-31,A,43977053707.26,23495471272.22,20481582435.04
4201,426,2014-06-30,A,4152299980.8,1301892862.63,2850407118.17
4206,426,2014-12-31,A,3932942135.82,1177727935.11,2755214200.71
4212,426,2015-06-30,A,3831864503.45,1076078619.25,2755785884.2
4216,426,2015-12-31,A,4074247149.92,1373924990.99,2700322158.93
4222,426,2016-06-30,A,4468730534.43,1740509345.55,2728221188.88
4226,426,2016-12-31,A,9762776062.9,4895915287.01,4866860775.89
4245,428,2014-06-30,A,8707779278.92,6843557022.77,1864222256.15
4250,428,2014-12-31,A,9230771984.44,7412772848.95,1817999135.49
4256,428,2015-06-30,A,9114798451.98,7271528117.78,1843270334.2
4262,428,2015-12-31,A,9523431649.27,6115211141.05,3408220508.22
4266,428,2016-06-30,A,9292341805.38,6018097868.78,3274243936.6
4270,428,2016-12-31,A,8908829101.51,5938414321.16,2970414780.35
4289,429,2014-06-30,A,12664784092.41,7500187156.17,5164596936.24
4294,429,2014-12-31,A,12513505946.42,6642489404.23,5871016542.19
4300,429,2015-06-30,A,12400203367.83,6283735975.96,6116467391.87
4304,429,2015-12-31,A,12107767967.86,5979360842.07,6128407125.79
4310,429,2016-06-30,A,15175588214.81,6935576936.38,8240011278.43
4314,429,2016-12-31,A,16072445216.59,7228929627.8,8843515588.79
4333,430,2014-06-30,A,634236617.7,180342130.85,453894486.85
4338,430,2014-12-31,A,684744844.49,186331093.74,498413750.75
4344,430,2015-06-30,A,761173704.06,214543025.37,546630678.69
4348,430,2015-12-31,A,872799072.88,259901865.88,612897207.0
4354,430,2016-06-30,A,1254772916.89,601110795.05,653662121.84
4358,430,2016-12-31,A,2044165239.73,1364839414.88,679325824.85
4377,488,2014-06-30,A,50465774693.92,36362474161.13,14103300532.79
4382,488,2014-12-31,A,56822026545.21,42473958312.21,14348068233.0
4388,488,2015-06-30,A,63749809197.37,49403105770.43,14346703426.94
4392,488,2015-12-31,A,77961699547.59,60702773102.11,17258926445.48
4398,488,2016-06-30,A,86628494212.59,66939990387.27,19688503825.32
4402,488,2016-12-31,A,82285354532.14,59720495316.95,22564859215.19
4421,498,2014-06-30,A,9214020383.99,6805455766.63,2408564617.36
4426,498,2014-12-31,A,10026068111.88,7370299336.25,2655768775.63
4432,498,2015-06-30,A,9711908279.77,6938314614.28,2773593665.49
4436,498,2015-12-31,A,10415882165.21,7376070261.28,3039811903.93
4442,498,2016-06-30,A,11090497632.97,7927825728.34,3162671904.63
4446,498,2016-12-31,A,15043153551.83,11572528887.65,3470624664.18
4465,501,2014-06-30,A,11924121803.85,8422705973.09,3501415830.76
4470,501,2014-12-31,A,15650845998.58,11886301585.21,3764544413.37
4476,501,2015-06-30,A,16148230570.63,12336628119.18,3811602451.45
4480,501,2015-12-31,A,17753307347.86,13625229693.74,4128077654.12
4486,501,2016-06-30,A,17439952291.77,11923900749.29,5516051542.48
4490,501,2016-12-31,A,17790568853.56,11736836400.25,6053732453.31
4509,502,2014-06-30,A,291559050.23,45385163.16,246173887.07
4514,502,2014-12-31,A,270708155.44,45364946.31,225343209.13
4519,502,2015-06-30,A,296176226.97,75963062.41,220213164.56
4524,502,2015-12-31,A,404699495.87,192382539.59,212316956.28
4530,502,2016-06-30,A,489781620.67,300375865.24,189405755.43
4534,502,2016-12-31,A,622771962.88,371448641.8,251323321.08
4553,503,2014-06-30,A,1400812874.93,110534674.28,1290278200.65
4558,503,2014-12-31,A,1434935617.2,106735349.48,1328200267.72
4564,503,2015-06-30,A,1360274057.36,62419598.2,1297854459.16
4568,503,2015-12-31,A,1481815750.14,101860779.1,1379954971.04
4574,503,2016-06-30,A,1386407382.17,70672970.92,1315734411.25
4578,503,2016-12-31,A,1492269915.26,79092746.26,1413177169.0
4598,504,2014-06-30,A,96891365.08,91957945.15,4933419.93
4602,504,2014-12-31,A,106632343.61,99605176.93,7027166.68
4608,504,2015-06-30,A,92507479.8,92914826.99,-407347.19
4612,504,2015-12-31,A,122757385.82,137262550.29,-14505164.47
4618,504,2016-06-30,A,106005307.16,133174037.04,-27168729.88
4622,504,2016-12-31,A,301187324.02,221430144.98,79757179.04
4642,505,2014-06-30,A,1446617800.51,1396699549.5,49918251.01
4646,505,2014-12-31,A,1645436644.78,1626381593.14,19055051.64
4652,505,2015-06-30,A,1588084330.14,1675515600.07,-87431269.93
4656,505,2015-12-31,A,1714444000.65,1947637927.05,-233193926.4
4662,505,2016-06-30,A,1790195248.41,2066777465.85,-276582217.44
4666,505,2016-12-31,A,1385469635.17,1324478285.05,60991350.12
4685,506,2014-06-30,A,3325481403.65,1604884658.84,1720596744.81
4690,506,2014-12-31,A,3169489026.91,1632322175.8,1537166851.11
4696,506,2015-06-30,A,3865049670.65,2357018944.62,1508030726.03
4700,506,2015-12-31,A,3240346396.95,1698886294.64,1541460102.31
4706,506,2016-06-30,A,3374564570.13,1789730143.19,1584834426.94
4710,506,2016-12-31,A,3228908784.53,1651572567.28,1577336217.25
4729,507,2014-06-30,A,4547867627.89,1965623330.2,2582244297.69
4734,507,2014-12-31,A,5360256473.07,2716146804.79,2644109668.28
4740,507,2015-06-30,A,5539988186.3,2855854803.66,2684133382.64
4744,507,2015-12-31,A,5474452420.43,2676320570.13,2798131850.3
4750,507,2016-06-30,A,5715216245.8,2839433660.18,2875782585.62
4754,507,2016-12-31,A,5721015456.5,2803512619.53,2917502836.97
4773,509,2014-06-30,A,711018353.04,667506188.86,43512164.18
4778,509,2014-12-31,A,626579990.37,614254810.17,12325180.2
4784,509,2015-06-30,A,556167273.09,565378045.29,-9210772.2
4788,509,2015-12-31,A,567827081.11,534629943.88,33197137.23
4794,509,2016-06-30,A,532661836.05,524771528.26,7890307.79
4798,509,2016-12-31,A,341521896.48,318990950.71,22530945.77
4818,510,2014-06-30,A,1889541021.09,1000662765.7,888878255.39
4822,510,2014-12-31,A,1803774371.55,1008621707.52,795152664.03
4828,510,2015-06-30,A,1565339898.38,846709135.51,718630762.87
4832,510,2015-12-31,A,1542527331.97,746652929.78,795874402.19
4838,510,2016-06-30,A,1399894652.82,600358031.63,799536621.19
4842,510,2016-12-31,A,1321705270.12,474293567.66,847411702.46
4862,511,2014-06-30,A,3309974281.78,1609259467.13,1700714814.65
4866,511,2014-12-31,A,3627539064.35,2229468336.79,1398070727.56
4872,511,2015-06-30,A,3561155577.1,2123538566.84,1437617010.26
4876,511,2015-12-31,A,3807250936.15,2391810093.4,1415440842.75
4882,511,2016-06-30,A,3710395838.41,2287362334.34,1423033504.07
4886,511,2016-12-31,A,3641895633.9,2291577655.75,1350317978.15
4903,513,2014-06-30,A,7145024917.97,3277566662.09,3867458255.88
4908,513,2014-12-31,A,7302605055.9,3220183526.3,4082421529.6
4914,513,2015-06-30,A,7939244529.48,3305892506.98,4633352022.5
4917,513,2015-12-31,A,8077537790.41,3267641046.88,4809896743.53
4924,513,2016-06-30,A,8632496104.43,3477094737.26,5155401367.17
4928,513,2016-12-31,A,10529262952.41,3423624448.86,7105638503.55
4948,514,2014-06-30,A,7256795874.75,3991630109.08,3265165765.67
4952,514,2014-12-31,A,7788997393.38,4405672410.51,3383324982.87
4958,514,2015-06-30,A,7724080535.25,4429329601.95,3294750933.3
4962,514,2015-12-31,A,7358164150.37,4029690917.79,3328473232.58
4968,514,2016-06-30,A,7135229249.6,3836568073.31,3298661176.29
4974,514,2016-12-31,A,6582034102.96,3219151397.06,3362882705.9
4991,516,2014-06-30,A,3167617292.19,1782266073.24,1385351218.95
4996,516,2014-12-31,A,3513251083.81,1915888392.01,1597362691.8
5002,516,2015-06-30,A,4989305695.24,1758182328.01,3231123367.23
5006,516,2015-12-31,A,5313355883.87,1984997561.59,3328358322.28
5012,516,2016-06-30,A,5347397933.9,1920739962.96,3426657970.94
5016,516,2016-12-31,A,5555314848.21,2056545570.77,3498769277.44
5035,517,2014-06-30,A,6397445244.56,2964712265.05,3432732979.51
5040,517,2014-12-31,A,6003016460.33,2323861252.07,3679155208.26
5046,517,2015-06-30,A,6559762290.14,2974038276.36,3585724013.78
5049,517,2015-12-31,A,7934616164.5,4311391907.23,3623224257.27
5056,517,2016-06-30,A,8464088016.42,4918393099.49,3545694916.93
5060,517,2016-12-31,A,11106634517.01,7429992616.39,3676641900.62
5080,518,2014-06-30,A,833904219.63,81880964.89,752023254.74
5084,518,2014-12-31,A,818082450.17,96490512.25,721591937.92
5090,518,2015-06-30,A,847892510.68,124054520.38,723837990.3
5094,518,2015-12-31,A,834527725.13,225839223.8,608688501.33
5100,518,2016-06-30,A,1077532646.16,474122743.29,603409902.87
5104,518,2016-12-31,A,1017357931.64,406262908.77,611095022.87
5123,519,2014-06-30,A,4657808235.02,875065557.52,3782742677.5
5128,519,2014-12-31,A,4909085188.83,921361316.98,3987723871.85
5134,519,2015-06-30,A,4943190683.93,856437969.94,4086752713.99
5138,519,2015-12-31,A,5173758502.45,984066932.99,4189691569.46
5144,519,2016-06-30,A,5100621079.98,877925111.47,4222695968.51
5148,519,2016-12-31,A,10266501171.0,2896556555.61,7369944615.39
5167,520,2014-06-30,A,531282518.82,5514965611.91,-4983683093.09
5172,520,2014-12-31,A,514021420.69,387096192.61,126925228.08
5178,520,2015-06-30,A,596259575.09,353317090.1,242942484.99
5182,520,2015-12-31,A,513333246.94,257180855.65,256152391.29
