,Stkcd,Accper,Typrep,total_assets,tptal_liability,total_equity
62478,300109,2016-12-31,A,1309901362.67,83321533.57,1226579829.1
62495,300110,2014-06-30,A,2266490306.49,797214900.75,1469275405.74
62500,300110,2014-12-31,A,2621597844.63,1141893253.84,1479704590.79
62506,300110,2015-06-30,A,2649927500.83,1178017356.78,1471910144.05
62510,300110,2015-12-31,A,2748766936.32,1308801958.57,1439964977.75
62516,300110,2016-06-30,A,2760681895.15,1318837824.7,1441844070.45
62520,300110,2016-12-31,A,2724915464.19,1199015654.42,1525899809.77
62539,300111,2014-06-30,A,2987191026.37,1839972254.96,1147218771.41
62544,300111,2014-12-31,A,3153899526.73,1977498191.01,1176401335.72
62550,300111,2015-06-30,A,3181639722.6,1996890000.83,1184749721.77
62554,300111,2015-12-31,A,3078740539.73,1812968676.65,1265771863.08
62560,300111,2016-06-30,A,2966974763.05,1647432039.65,1319542723.4
62564,300111,2016-12-31,A,2803786891.75,1503064671.86,1300722219.89
62583,300112,2014-06-30,A,565429830.43,68067602.98,497362227.45
62588,300112,2014-12-31,A,606661062.33,99174777.69,507486284.64
62594,300112,2015-06-30,A,612048727.4,90097976.65,521950750.75
62598,300112,2015-12-31,A,920234669.15,194132535.37,726102133.78
62604,300112,2016-06-30,A,923762414.51,184314729.08,739447685.43
62608,300112,2016-12-31,A,939080470.31,188699115.39,750381354.92
62627,300113,2014-06-30,A,1052499959.89,170171106.17,882328853.72
62632,300113,2014-12-31,A,1327557509.69,291604227.91,1035953281.78
62638,300113,2015-06-30,A,1436616216.01,273645939.12,1162970276.89
62642,300113,2015-12-31,A,1908891011.07,418165471.99,1490725539.08
62648,300113,2016-06-30,A,2776048097.62,572263560.2,2203784537.42
62652,300113,2016-12-31,A,3412117720.22,837667958.41,2574449761.81
62672,300114,2014-06-30,A,1227376784.86,307384648.25,919992136.61
62676,300114,2014-12-31,A,1655361091.81,406257337.32,1249103754.49
62682,300114,2015-06-30,A,1719882987.63,417750310.08,1302132677.55
62686,300114,2015-12-31,A,1810138881.33,456653982.83,1353484898.5
62692,300114,2016-06-30,A,1858480222.26,464763072.12,1393717150.14
62696,300114,2016-12-31,A,1934397931.21,490754107.29,1443643823.92
62715,300115,2014-06-30,A,2657881360.72,789402923.63,1868478437.09
62720,300115,2014-12-31,A,3908454488.54,1867554639.9,2040899848.64
62726,300115,2015-06-30,A,4823496738.57,1701953318.93,3121543419.64
62730,300115,2015-12-31,A,5083946161.41,1724032006.39,3359914155.02
62736,300115,2016-06-30,A,6398560216.03,2737653691.75,3660906524.28
62740,300115,2016-12-31,A,8182562185.75,3991924787.56,4190637398.19
62759,300116,2014-06-30,A,747797673.88,270392523.19,477405150.69
62764,300116,2014-12-31,A,1447471819.92,517037248.19,930434571.73
62770,300116,2015-06-30,A,1329158605.48,393987910.02,935170695.46
62774,300116,2015-12-31,A,1454135992.08,492666232.96,961469759.12
62780,300116,2016-06-30,A,1451065124.91,474963830.28,976101294.63
62784,300116,2016-12-31,A,20901514215.88,13045771793.99,7855742421.89
62803,300117,2014-06-30,A,3023920712.78,1732620542.03,1291300170.75
62808,300117,2014-12-31,A,3587174662.17,2280581501.79,1306593160.38
62814,300117,2015-06-30,A,3878686604.44,2542837558.84,1335849045.6
62818,300117,2015-12-31,A,4241691953.54,2888506390.6,1353185562.94
62824,300117,2016-06-30,A,4183357565.42,2794658887.31,1388698678.11
62828,300117,2016-12-31,A,4538173848.13,3122614700.78,1415559147.35
62847,300118,2014-06-30,A,4704897124.62,2626626106.97,2078271017.65
62852,300118,2014-12-31,A,5870627656.81,3078378614.56,2792249042.25
62858,300118,2015-06-30,A,7027371516.14,4134272326.14,2893099190.0
62862,300118,2015-12-31,A,8486439370.6,5346484153.49,3139955217.11
62868,300118,2016-06-30,A,10687432087.78,6932317442.71,3755114645.07
62872,300118,2016-12-31,A,9964655400.55,6007591566.05,3957063834.5
62892,300119,2014-06-30,A,1974383855.13,237618554.29,1736765300.84
62896,300119,2014-12-31,A,1982943818.49,257231012.2,1725712806.29
62902,300119,2015-06-30,A,2308479339.14,495187635.26,1813291703.88
62906,300119,2015-12-31,A,2348598918.34,579765211.54,1768833706.8
62912,300119,2016-06-30,A,2368337386.87,588209021.97,1780128364.9
62916,300119,2016-12-31,A,2733170733.53,627741029.95,2105429703.58
62935,300120,2014-06-30,A,662583545.47,59426968.65,603156576.82
62940,300120,2014-12-31,A,709346228.28,107671670.43,601674557.85
62946,300120,2015-06-30,A,675949316.56,68078304.57,607871011.99
62950,300120,2015-12-31,A,767453966.03,102709849.86,664744116.17
62956,300120,2016-06-30,A,805245878.2,144609682.05,660636196.15
62960,300120,2016-12-31,A,759974725.21,78226589.53,681748135.68
62979,300121,2014-06-30,A,1180546289.47,715385202.02,465161087.45
62984,300121,2014-12-31,A,1218084504.32,747265419.5,470819084.82
62990,300121,2015-06-30,A,1302985066.78,813237304.91,489747761.87
62994,300121,2015-12-31,A,1241256247.92,742204855.34,499051392.58
63000,300121,2016-06-30,A,1354757659.34,806864155.6,547893503.74
63004,300121,2016-12-31,A,1411974299.24,759165622.25,652808676.99
63023,300122,2014-06-30,A,2601788214.68,191571785.19,2410216429.49
63028,300122,2014-12-31,A,2714455572.85,256716840.31,2457738732.54
63034,300122,2015-06-30,A,2684915304.05,197032139.95,2487883164.1
63038,300122,2015-12-31,A,2681630814.62,212402000.77,2469228813.85
63044,300122,2016-06-30,A,2660522146.26,159746631.15,2500775515.11
63048,300122,2016-12-31,A,2709470600.71,188213633.7,2521256967.01
63067,300123,2014-06-30,A,1308179462.55,376707791.06,931471671.49
63072,300123,2014-12-31,A,1457574379.52,508747899.07,948826480.45
63078,300123,2015-06-30,A,1488838579.51,548552335.05,940286244.46
63082,300123,2015-12-31,A,1803036623.57,840858291.92,962178331.65
63088,300123,2016-06-30,A,1863685517.7,912815019.35,950870498.35
63092,300123,2016-12-31,A,2180083531.21,1000615265.53,1179468265.68
63111,300124,2014-06-30,A,3805165872.34,578860756.27,3226305116.07
63116,300124,2014-12-31,A,4671292137.49,1025358433.64,3645933703.85
63122,300124,2015-06-30,A,4806653868.18,1050392397.41,3756261470.77
63126,300124,2015-12-31,A,5946514568.02,1656686668.77,4289827899.25
63132,300124,2016-06-30,A,5823516640.67,1516778671.26,4306737969.41
63136,300124,2016-12-31,A,7973872037.37,2991578719.34,4982293318.03
63155,300125,2014-06-30,A,1612149598.29,355032836.48,1257116761.81
63160,300125,2014-12-31,A,2371114916.26,1111177753.54,1259937162.72
63166,300125,2015-06-30,A,2184644503.48,1094372056.38,1090272447.1
63170,300125,2015-12-31,A,1971013863.04,853434181.37,1117579681.67
63176,300125,2016-06-30,A,1915325496.63,823985326.53,1091340170.1
63180,300125,2016-12-31,A,1734183287.8,680847498.48,1053335789.32
63200,300126,2014-06-30,A,1174410261.35,155669307.56,1018740953.79
63204,300126,2014-12-31,A,1238198616.06,189745544.2,1048453071.86
63210,300126,2015-06-30,A,1244249885.84,210106070.99,1034143814.85
63214,300126,2015-12-31,A,1266107611.93,218874444.74,1047233167.19
63220,300126,2016-06-30,A,1309410037.0,266614213.26,1042795823.74
63224,300126,2016-12-31,A,1295882256.51,260964398.13,1034917858.38
63243,300127,2014-06-30,A,1050569278.36,79309351.91,971259926.45
63248,300127,2014-12-31,A,1103097018.1,93479545.4,1009617472.7
63254,300127,2015-06-30,A,1075862389.01,77555361.73,998307027.28
63258,300127,2015-12-31,A,1132245847.87,77447207.03,1054798640.84
63264,300127,2016-06-30,A,1123401283.82,81364384.47,1042036899.35
63268,300127,2016-12-31,A,1188225124.83,79887110.84,1108338013.99
63287,300128,2014-06-30,A,2389338620.45,955610248.08,1433728372.37
63292,300128,2014-12-31,A,3901640609.55,1428780279.73,2472860329.82
63298,300128,2015-06-30,A,3846207954.15,1292710722.6,2553497231.55
63302,300128,2015-12-31,A,3314601973.73,1019209280.49,2295392693.24
63308,300128,2016-06-30,A,3205241818.14,952503700.0,2252738118.14
63312,300128,2016-12-31,A,3515829362.93,1461372413.72,2054456949.21
63331,300129,2014-06-30,A,2527147268.88,860480452.73,1666666816.15
63336,300129,2014-12-31,A,2771056609.85,1057964112.67,1713092497.18
63342,300129,2015-06-30,A,2847399313.07,1108174894.06,1739224419.01
63346,300129,2015-12-31,A,3110091049.2,1146905819.41,1963185229.79
63352,300129,2016-06-30,A,2961087288.09,921118666.57,2039968621.52
63356,300129,2016-12-31,A,3054499461.95,904211568.98,2150287892.97
63375,300130,2014-06-30,A,1312594397.34,227007626.25,1085586771.09
63380,300130,2014-12-31,A,1381259985.93,247958295.61,1133301690.32
63386,300130,2015-06-30,A,1560333171.24,379553793.98,1180779377.26
63390,300130,2015-12-31,A,1822478469.09,556289431.27,1266189037.82
63396,300130,2016-06-30,A,2513076910.98,1200964652.72,1312112258.26
63400,300130,2016-12-31,A,2796758012.45,1320437183.43,1476320829.02
63419,300131,2014-06-30,A,979285178.99,442339441.62,536945737.37
63424,300131,2014-12-31,A,969557188.2,406396312.91,563160875.29
63430,300131,2015-06-30,A,754114944.53,177639881.97,576475062.56
63434,300131,2015-12-31,A,2513528196.46,772097076.59,1741431119.87
63440,300131,2016-06-30,A,2920273753.32,1095859508.19,1824414245.13
63444,300131,2016-12-31,A,3616760956.35,1667354692.08,1949406264.27
63463,300132,2014-06-30,A,1058751484.76,472932618.71,585818866.05
63468,300132,2014-12-31,A,1054649377.09,454057050.51,600592326.58
63474,300132,2015-06-30,A,1036630681.01,440259447.18,596371233.83
63478,300132,2015-12-31,A,902390329.22,302066431.48,600323897.74
63484,300132,2016-06-30,A,687144843.48,72822099.3,614322744.18
63488,300132,2016-12-31,A,715329897.85,80748775.41,634581122.44
63507,300133,2014-06-30,A,4492179380.43,1177279012.44,3314900367.99
63514,300133,2014-12-31,A,5023549735.28,1643239156.2,3380310579.08
63518,300133,2015-06-30,A,5376225736.23,1650297240.0,3725928496.23
63522,300133,2015-12-31,A,8152504265.56,2192275472.15,5960228793.41
63528,300133,2016-06-30,A,9496294672.55,3280889545.48,6215405127.07
63532,300133,2016-12-31,A,10383849176.47,3876581399.31,6507267777.16
63551,300134,2014-06-30,A,3462624213.49,887690803.18,2574933410.31
63558,300134,2014-12-31,A,3461941615.96,883216449.72,2578725166.24
63562,300134,2015-06-30,A,3932923457.97,1430022079.12,2502901378.85
63566,300134,2015-12-31,A,4349268402.13,1797729199.15,2551539202.98
63572,300134,2016-06-30,A,4544718099.94,2073815749.45,2470902350.49
63576,300134,2016-12-31,A,7792730419.72,1918085483.7,5874644936.02
63595,300135,2014-06-30,A,2663591915.91,1513641158.83,1149950757.08
63602,300135,2014-12-31,A,2365679355.19,1192890095.72,1172789259.47
63606,300135,2015-06-30,A,3445032434.93,2275287726.66,1169744708.27
63610,300135,2015-12-31,A,2793738236.36,1630177648.28,1163560588.08
63616,300135,2016-06-30,A,2512845271.31,1329094952.9,1183750318.41
63620,300135,2016-12-31,A,2902248444.51,1714816857.38,1187431587.13
63639,300136,2014-06-30,A,846793690.41,198617334.27,648176356.14
63644,300136,2014-12-31,A,1046447446.04,373542279.71,672905166.33
63650,300136,2015-06-30,A,1214951609.86,484182369.6,730769240.26
63654,300136,2015-12-31,A,1947038369.51,557199488.97,1389838880.54
63660,300136,2016-06-30,A,2216867991.28,676527624.75,1540340366.53
63664,300136,2016-12-31,A,3163204173.64,1211856904.77,1951347268.87
63683,300137,2014-06-30,A,1119259021.54,121529535.7,997729485.84
63688,300137,2014-12-31,A,1195293996.77,155196716.22,1040097280.55
63694,300137,2015-06-30,A,1609829588.28,250581409.74,1359248178.54
63698,300137,2015-12-31,A,1628914433.97,224374951.56,1404539482.41
63704,300137,2016-06-30,A,1671853110.89,235449706.6,1436403404.29
63708,300137,2016-12-31,A,1785402740.52,289613470.59,1495789269.93
63727,300138,2014-06-30,A,1467691040.26,471506591.62,996184448.64
63732,300138,2014-12-31,A,1508212385.27,499690433.66,1008521951.61
63738,300138,2015-06-30,A,1399662163.37,350650577.04,1049011586.33
63742,300138,2015-12-31,A,1991269824.0,564119156.87,1427150667.13
63748,300138,2016-06-30,A,1928452708.05,433195132.6,1495257575.45
63752,300138,2016-12-31,A,2492400096.21,967458003.89,1524942092.32
63771,300139,2014-06-30,A,1343403445.8,126054904.4,1217348541.4
63776,300139,2014-12-31,A,1340013752.56,105053357.65,1234960394.91
63782,300139,2015-06-30,A,1396555279.26,120963850.62,1275591428.64
63785,300139,2015-12-31,A,1434353699.86,135348271.46,1299005428.4
63792,300139,2016-06-30,A,1407593365.93,99880178.99,1307713186.94
63796,300139,2016-12-31,A,1451994291.25,115742823.4,1336251467.85
63815,300140,2014-06-30,A,1010517793.9,149097359.92,861420433.98
63820,300140,2014-12-31,A,1099166392.42,176035769.89,923130622.53
63826,300140,2015-06-30,A,1109319616.77,196870613.29,912449003.48
63830,300140,2015-12-31,A,1158076120.57,232922918.9,925153201.67
63836,300140,2016-06-30,A,1157948016.93,243377412.25,914570604.68
63840,300140,2016-12-31,A,3185724536.78,1758177573.2,1427546963.58
63859,300141,2014-06-30,A,789735250.94,132562873.63,657172377.31
63864,300141,2014-12-31,A,818949882.05,131249945.35,687699936.7
63870,300141,2015-06-30,A,781069521.81,92923622.76,688145899.05
63874,300141,2015-12-31,A,862074427.6,159132437.19,702941990.41
63880,300141,2016-06-30,A,912754034.81,212570924.1,700183110.71
63884,300141,2016-12-31,A,962047640.26,239334655.1,722712985.16
63903,300142,2014-06-30,A,6249730880.37,3190194730.84,3059536149.53
63908,300142,2014-12-31,A,5967716161.15,2755736322.5,3211979838.65
63914,300142,2015-06-30,A,6314875722.77,3106181339.02,3208694383.75
63918,300142,2015-12-31,A,6257840624.43,3234104703.96,3023735920.47
63924,300142,2016-06-30,A,6863228809.58,4029078374.24,2834150435.34
63928,300142,2016-12-31,A,6324013491.05,2800375964.93,3523637526.12
63948,300143,2014-06-30,A,1036627581.26,408416886.6,628210694.66
63952,300143,2014-12-31,A,803998827.45,460032908.99,343965918.46
63958,300143,2015-06-30,A,731688804.79,381214821.64,350473983.15
63961,300143,2015-12-31,A,1848859238.18,364749475.58,1484109762.6
63968,300143,2016-06-30,A,1816028708.28,322526840.45,1493501867.83
63972,300143,2016-12-31,A,2533935578.23,338187257.79,2195748320.44
63991,300144,2014-06-30,A,3633784686.91,332088074.22,3301696612.69
63996,300144,2014-12-31,A,3842353456.39,328005317.22,3514348139.17
64002,300144,2015-06-30,A,4050869217.76,313949328.55,3736919889.21
64005,300144,2015-12-31,A,6987027597.89,1272973356.79,5714054241.1
64012,300144,2016-06-30,A,7220245182.9,1185261815.63,6034983367.27
64016,300144,2016-12-31,A,7567337027.95,1005888815.45,6561448212.5
64036,300145,2014-06-30,A,1838125900.63,435657785.99,1402468114.64
64040,300145,2014-12-31,A,2052009727.26,541098940.99,1510910786.27
64046,300145,2015-06-30,A,2043819395.28,456023493.97,1587795901.31
64050,300145,2015-12-31,A,5363015576.53,1731467341.29,3631548235.24
64056,300145,2016-06-30,A,6205946048.24,2428178962.52,3777767085.72
64060,300145,2016-12-31,A,7304933462.37,3162068191.54,4142865270.83
64079,300146,2014-06-30,A,2512800683.45,213042292.71,2299758390.74
64084,300146,2014-12-31,A,2701174365.96,253478366.15,2447695999.81
64090,300146,2015-06-30,A,4676593255.37,340694762.51,4335898492.86
64094,300146,2015-12-31,A,4905409684.72,351551060.45,4553858624.27
64100,300146,2016-06-30,A,5113359283.73,642778082.4,4470581201.33
64104,300146,2016-12-31,A,5328358061.19,624661168.34,4703696892.85
64123,300147,2014-06-30,A,3577231560.43,1820984100.45,1756247459.98
64128,300147,2014-12-31,A,3588283170.23,1717076323.25,1871206846.98
64134,300147,2015-06-30,A,5087490206.25,1629004977.26,3458485228.99
64138,300147,2015-12-31,A,4652002210.86,1106021767.31,3545980443.55
64144,300147,2016-06-30,A,5699353593.4,2014434653.25,3684918940.15
64150,300147,2016-12-31,A,7988726909.74,4304372730.93,3684354178.81
64168,300148,2014-06-30,A,1920156579.84,239331926.16,1680824653.68
64172,300148,2014-12-31,A,2029383354.66,254956174.03,1774427180.63
64178,300148,2015-06-30,A,1938171482.92,95650637.3,1842520845.62
64182,300148,2015-12-31,A,2085786831.41,146680877.75,1939105953.66
64188,300148,2016-06-30,A,2200304961.84,137110670.55,2063194291.29
64192,300148,2016-12-31,A,4944851390.34,508017003.65,4436834386.69
64212,300149,2014-06-30,A,714613281.78,37378972.69,677234309.09
64216,300149,2014-12-31,A,741128471.88,44602037.43,696526434.45
64222,300149,2015-06-30,A,769261737.35,59565451.95,709696285.4
64226,300149,2015-12-31,A,756003841.36,32194351.41,723809489.95
64232,300149,2016-06-30,A,761069085.88,24175771.16,736893314.72
64236,300149,2016-12-31,A,793164054.45,23233540.99,769930513.46
64256,300150,2014-06-30,A,1517159733.39,185188945.61,1331970787.78
64260,300150,2014-12-31,A,1624280082.4,167329512.13,1456950570.27
64266,300150,2015-06-30,A,1528095169.06,106170430.13,1421924738.93
64270,300150,2015-12-31,A,1706614276.34,182200206.86,1524414069.48
64276,300150,2016-06-30,A,1598321678.66,123988327.68,1474333350.98
64280,300150,2016-12-31,A,1947654199.78,374233717.92,1573420481.86
64300,300151,2014-06-30,A,921688903.15,168292049.19,753396853.96
64304,300151,2014-12-31,A,953088293.8,175481284.65,777607009.15
64310,300151,2015-06-30,A,998886480.55,204089912.34,794796568.21
64314,300151,2015-12-31,A,967802948.34,157095779.07,810707169.27
64320,300151,2016-06-30,A,965577929.52,147598551.6,817979377.92
64324,300151,2016-12-31,A,1007312638.83,175292923.11,832019715.72
64343,300152,2014-06-30,A,2593062925.41,950519122.31,1642543803.1
64348,300152,2014-12-31,A,2737153122.06,1068662642.2,1668490479.86
64354,300152,2015-06-30,A,3135536267.59,1383169430.46,1752366837.13
64358,300152,2015-12-31,A,3258063243.62,1536685341.42,1721377902.2
64364,300152,2016-06-30,A,3469971863.19,1729049511.8,1740922351.39
64368,300152,2016-12-31,A,3060100025.08,1486386817.65,1573713207.43
64387,300153,2014-06-30,A,1121087693.0,200872832.54,920214860.46
64394,300153,2014-12-31,A,1151437447.04,212538845.75,938898601.29
64398,300153,2015-06-30,A,1211061461.54,242935130.94,968126330.6
64402,300153,2015-12-31,A,1357848005.41,351115238.84,1006732766.57
64408,300153,2016-06-30,A,1511865436.72,529799939.16,982065497.56
64412,300153,2016-12-31,A,1377755311.57,401724731.75,976030579.82
64432,300154,2014-06-30,A,1689474331.8,230582486.86,1458891844.94
64436,300154,2014-12-31,A,1758934127.23,250969540.92,1507964586.31
64442,300154,2015-06-30,A,1690771854.1,198268308.08,1492503546.02
64446,300154,2015-12-31,A,1703332531.39,171844469.92,1531488061.47
64452,300154,2016-06-30,A,1669657723.66,155679783.12,1513977940.54
64456,300154,2016-12-31,A,1783508545.47,226132154.19,1557376391.28
64476,300155,2014-06-30,A,1332629599.51,178205790.68,1154423808.83
64480,300155,2014-12-31,A,1370399452.36,232755825.07,1137643627.29
64486,300155,2015-06-30,A,1376700035.6,231202656.1,1145497379.5
64490,300155,2015-12-31,A,1402772522.74,242758921.15,1160013601.59
64496,300155,2016-06-30,A,1408999555.82,257305634.15,1151693921.67
64500,300155,2016-12-31,A,1475925515.44,305800652.79,1170124862.65
64519,300156,2014-06-30,A,2302740007.04,807906789.85,1494833217.19
64524,300156,2014-12-31,A,2437185226.95,906250664.75,1530934562.2
64530,300156,2015-06-30,A,2515867448.89,957274993.6,1558592455.29
64534,300156,2015-12-31,A,3139878542.72,1322609153.09,1817269389.63
64540,300156,2016-06-30,A,4713316973.95,2581055308.39,2132261665.56
64544,300156,2016-12-31,A,5032139867.56,2451645143.2,2580494724.36
64563,300157,2014-06-30,A,2844270112.84,499484181.95,2344785930.89
64568,300157,2014-12-31,A,3033931792.12,627332491.69,2406599300.43
64574,300157,2015-06-30,A,3341029764.95,866977789.71,2474051975.24
64578,300157,2015-12-31,A,3875844823.43,1312488636.88,2563356186.55
64584,300157,2016-06-30,A,5804257499.04,1803856463.91,4000401035.13
64588,300157,2016-12-31,A,5745391102.86,1732622217.08,4012768885.78
64607,300158,2014-06-30,A,2886271378.71,929860659.66,1956410719.05
64612,300158,2014-12-31,A,2858339655.52,888233191.15,1970106464.37
64618,300158,2015-06-30,A,3147231055.17,1171950715.46,1975280339.71
64622,300158,2015-12-31,A,4070453799.16,2040016415.59,2030437383.57
64628,300158,2016-06-30,A,4355953619.21,2395291023.37,1960662595.84
64632,300158,2016-12-31,A,6874715664.74,1603031918.78,5271683745.96
64651,300159,2014-06-30,A,1159863312.59,149302338.88,1010560973.71
64656,300159,2014-12-31,A,1274672662.02,144083524.65,1130589137.37
64662,300159,2015-06-30,A,1517397297.19,365341304.28,1152055992.91
64666,300159,2015-12-31,A,7526617772.77,1875617389.31,5651000383.46
64672,300159,2016-06-30,A,7477161036.3,1828011377.3,5649149659.0
64676,300159,2016-12-31,A,8060165507.41,2157151603.15,5903013904.26
64695,300160,2014-06-30,A,1370483285.05,288458970.67,1082024314.38
64700,300160,2014-12-31,A,1362717205.48,277818696.78,1084898508.7
64706,300160,2015-06-30,A,1409293694.85,300916727.8,1108376967.05
64709,300160,2015-12-31,A,1535275360.18,408606640.4,1126668719.78
64716,300160,2016-06-30,A,1648194501.83,467539018.3,1180655483.53
64720,300160,2016-12-31,A,1714085878.6,489319216.15,1224766662.45
64739,300161,2014-06-30,A,1413555843.28,490921251.07,922634592.21
64744,300161,2014-12-31,A,1364468027.58,434044950.7,930423076.88
64750,300161,2015-06-30,A,1341439673.22,443682215.76,897757457.46
64754,300161,2015-12-31,A,1503870315.53,565630083.04,938240232.49
64760,300161,2016-06-30,A,1489986081.5,596770528.09,893215553.41
64764,300161,2016-12-31,A,2213916905.12,931326281.97,1282590623.15
64783,300162,2014-06-30,A,929295467.85,168989204.88,760306262.97
64788,300162,2014-12-31,A,915050899.28,142184649.39,772866249.89
64794,300162,2015-06-30,A,896300579.52,119517781.22,776782798.3
64798,300162,2015-12-31,A,1237244056.62,149398229.48,1281676343.74
64804,300162,2016-06-30,A,1292565309.43,173849059.06,1118716250.37
64808,300162,2016-12-31,A,1499590650.93,357029765.62,1142560885.31
64827,300163,2014-06-30,A,722519266.97,56980384.67,665538882.3
64832,300163,2014-12-31,A,977070645.62,292700571.18,684370074.44
64838,300163,2015-06-30,A,993898086.88,327220250.84,666677836.04
64842,300163,2015-12-31,A,1160026231.44,468033762.0,691992469.44
64848,300163,2016-06-30,A,1171747904.0,454224773.6,717523130.4
64852,300163,2016-12-31,A,1230000954.23,473336898.07,756664056.16
64872,300164,2014-06-30,A,1471615064.38,320450058.66,1151165005.72
64876,300164,2014-12-31,A,1701057197.1,390454380.0,1310602817.1
64882,300164,2015-06-30,A,1984699531.06,386172563.16,1598526967.9
64886,300164,2015-12-31,A,2024497505.75,421797992.19,1602699513.56
64892,300164,2016-06-30,A,1788311060.12,228220776.56,1560090283.56
64896,300164,2016-12-31,A,2100103172.07,458832912.41,1641270259.66
64915,300165,2014-06-30,A,1546425518.1,90913272.95,1455512245.15
64920,300165,2014-12-31,A,1566806564.56,82214765.31,1484591799.25
64926,300165,2015-06-30,A,1650528785.74,169355826.8,1481172958.94
64930,300165,2015-12-31,A,1715543894.74,217118176.19,1498425718.55
64936,300165,2016-06-30,A,1740556690.62,228866786.6,1511689904.02
64940,300165,2016-12-31,A,2107739778.22,563764780.33,1543974997.89
64959,300166,2014-06-30,A,1237266682.2,179259221.91,1058007460.29
64964,300166,2014-12-31,A,1816795989.67,312914942.25,1503881047.42
64970,300166,2015-06-30,A,1966994930.0,282322574.08,1684672355.92
64974,300166,2015-12-31,A,2829943215.79,970280692.09,1859662523.7
64980,300166,2016-06-30,A,4704440235.07,818658020.18,3885782214.89
64986,300166,2016-12-31,A,4939626889.71,901090799.38,4038536090.33
65003,300167,2014-06-30,A,1068596320.73,346165557.91,722430762.82
65008,300167,2014-12-31,A,1135232794.37,410302477.07,724930317.3
65014,300167,2015-06-30,A,1156228460.51,434159797.05,722068663.46
65018,300167,2015-12-31,A,1219572474.57,456653856.03,762918618.54
65024,300167,2016-06-30,A,1073493221.79,302993656.44,770499565.35
65028,300167,2016-12-31,A,1365644671.82,549585145.94,816059525.88
65047,300168,2014-06-30,A,2171908468.38,695152845.77,1476755622.61
65052,300168,2014-12-31,A,3734133558.22,2053278529.09,1680855029.13
65058,300168,2015-06-30,A,4395204792.11,2674854658.81,1720350133.3
65062,300168,2015-12-31,A,5076082366.45,3097439750.64,1978642615.81
65068,300168,2016-06-30,A,5808219430.45,3747075236.24,2061144194.21
65072,300168,2016-12-31,A,6027402592.06,3699470286.11,2327932305.95
65091,300169,2014-06-30,A,1569127911.97,693714958.68,875412953.29
65096,300169,2014-12-31,A,1848083253.7,628542117.63,1219541136.07
65102,300169,2015-06-30,A,1937746668.82,710243947.9,1227502720.92
65106,300169,2015-12-31,A,1820865120.05,582544798.57,1238320321.48
65112,300169,2016-06-30,A,1916932689.77,672712213.54,1244220476.23
65116,300169,2016-12-31,A,2045819799.47,786523847.54,1259295951.93
65135,300170,2014-06-30,A,1557821356.97,125509211.53,1432312145.44
65140,300170,2014-12-31,A,1759828509.98,136379993.93,1623448516.05
65146,300170,2015-06-30,A,1849419958.76,129446326.93,1719973631.83
65150,300170,2015-12-31,A,2108380164.71,365909244.63,1742470920.08
65156,300170,2016-06-30,A,2181353441.64,311201585.25,1870151856.39
65160,300170,2016-12-31,A,2637265339.69,565170439.58,2072094900.11
65179,300171,2014-06-30,A,3933900661.03,1259819732.43,2674080928.6
65184,300171,2014-12-31,A,4168002528.61,1491474886.07,2676527642.54
65190,300171,2015-06-30,A,4142303592.11,1397094487.9,2745209104.21
65194,300171,2015-12-31,A,4062213760.37,1114216176.77,2947997583.6
65200,300171,2016-06-30,A,3983916312.65,1083265598.45,2900650714.2
65204,300171,2016-12-31,A,4198018567.68,1198200856.3,2999817711.38
65223,300172,2014-06-30,A,1315401892.52,426032573.87,889369318.65
65228,300172,2014-12-31,A,1325732740.45,373557911.71,952174828.74
65234,300172,2015-06-30,A,1393675488.23,416243803.39,977431684.84
65238,300172,2015-12-31,A,1510639403.24,470413796.63,1040225606.61
65244,300172,2016-06-30,A,1566405995.03,490478294.59,1075927700.44
65248,300172,2016-12-31,A,1721762473.41,579403552.41,1142358921.0
65267,300173,2014-06-30,A,783168796.58,242021048.41,541147748.17
65272,300173,2014-12-31,A,1969929030.26,451588240.59,1518340789.67
65278,300173,2015-06-30,A,1947924184.57,406719094.4,1541205090.17
65282,300173,2015-12-31,A,2069164936.48,477227330.87,1591937605.61
65288,300173,2016-06-30,A,2137225912.41,521875047.4,1615350865.01
65292,300173,2016-12-31,A,2451702514.53,808812099.88,1642890414.65
65311,300174,2014-06-30,A,588011584.58,91202172.14,496809412.44
65316,300174,2014-12-31,A,606339124.61,107511128.47,498827996.14
65322,300174,2015-06-30,A,827669822.08,223835735.07,603834087.01
65326,300174,2015-12-31,A,887859496.08,267837302.56,620022193.52
65332,300174,2016-06-30,A,851005087.59,220778347.24,630226740.35
65336,300174,2016-12-31,A,1102494172.37,447834998.88,654659173.49
65356,300175,2014-06-30,A,1097187029.68,268148676.67,829038353.01
65360,300175,2014-12-31,A,1482948790.49,581776259.02,901172531.47
65366,300175,2015-06-30,A,1657357768.34,686356367.22,971001401.12
65370,300175,2015-12-31,A,1575400739.95,624922426.97,950478312.98
65376,300175,2016-06-30,A,1282268036.29,325710810.94,956557225.35
65380,300175,2016-12-31,A,1200870417.01,402404630.95,798465786.06
65399,300176,2014-06-30,A,1713079590.92,1154632760.59,558446830.33
65404,300176,2014-12-31,A,1817596248.76,1252196443.58,565399805.18
65410,300176,2015-06-30,A,1968787448.2,1397867599.72,570919848.48
